Name,Country,Region,Winery,Rating,Price,Year,is_red_wine,is_white_wine,is_rose_wine
Twenty Twelve Pink 2018,Spain,Plà i Llevant,Es Fangar,3.7,35.1,2018,0,0,1
GB Spätburgunder Rosé 2019,Germany,Rheingau,Georg Breuer,3.7,9.26,2019,0,0,1
Rioja Tempranillo Rosado 2018,Spain,Rioja,Antaño,3.1,4.25,2018,0,0,1
Les Clans Rosé 2018,France,Côtes de Provence,Château d'Esclans,4.4,54.0,2018,0,0,1
Merlot Rosé 2018,France,Pays d'Oc,Fortant,3.4,6.55,2018,0,0,1
Rosat 2018,Spain,Pla de Bages,Abadal,3.3,7.31,2018,0,0,1
Pinot Grigio Blush 2019,Italy,delle Venezie,Cielo e Terra,4.1,6.16,2019,0,0,1
Bandol Rosé 2019,France,Bandol,La Suffrene,3.8,15.5,2019,0,0,1
Domaene Gobelsburg Rosé 2019,Austria,Niederösterreich,Schloss Gobelsburg,3.7,7.96,2019,0,0,1
Château de Selle Rosé (Coeur de Grain) 2019,France,Côtes de Provence,Domaines Ott,4.2,35.9,2019,0,0,1
Zinfandel White 2018,United States,California,Canyon Road,3.4,6.21,2018,0,0,1
Blanc de Noir 2018,South Africa,Constantia,Buitenverwachting,3.6,8.56,2018,0,0,1
Rosé vom Spätburgunder 2018,Germany,Baden,Salwey,3.9,9.95,2018,0,0,1
Kleine Rust Pinotage Rosé 2019,South Africa,Stellenbosch,Stellenrust,3.7,5.76,2019,0,0,1
Tellus Rosé di Syrah 2016,Italy,Lazio,Falesco,3.6,11.82,2016,0,0,1
Garnacha Rosado 2018,Spain,Navarra,Bodegas Príncipe de Viana,3.4,5.9,2018,0,0,1
Lumare 2019,Italy,Calabria,Tenuta Iuzzolini,4.1,8.72,2019,0,0,1
Rosé La Chevalière 2019,France,Provence,Laroche,3.7,7.89,2019,0,0,1
Mythique Languedoc Rosé 2017,France,Languedoc,Val d'Orbieu,3.5,6.86,2017,0,0,1
The Long Walk Pinotage Rosé 2019,South Africa,Western Cape,Footprint,3.6,5.95,2019,0,0,1
Rosa dei Masi delle Venezie 2019,Italy,delle Venezie,Masi,3.6,10.99,2019,0,0,1
Harmonie De Gascogne Rosé 2019,France,Côtes de Gascogne,Domaine de Pellehaut,4.0,5.79,2019,0,0,1
Château Romassan Rosé (Coeur de Grain) 2019,France,Bandol,Domaines Ott,4.2,29.15,2019,0,0,1
Pinot Noir Trocken Rosé 2019,Germany,Rheingau,Künstler,3.8,12.19,2019,0,0,1
White Zinfandel 2018,United States,California,Barefoot,3.3,6.0,2018,0,0,1
Bardolino Chiaretto 2019,Italy,Bardolino,Zenato,3.4,5.45,2019,0,0,1
Rosato di Toscana Sbrancato 2016,Italy,Toscana,Tenuta Il Poggione,3.7,10.99,2016,0,0,1
Rosado 2019,Spain,Rioja,Cune (CVNE),3.3,7.6,2019,0,0,1
Château de Berne Rosé 2018,France,Côtes de Provence,Château de Berne,4.0,20.96,2018,0,0,1
Côtes de Provence Rosé 2019,France,Côtes de Provence,Marchandise,4.2,11.6,2019,0,0,1
Rosé 2019,Chile,Colchagua Valley,Los Vascos,3.9,8.94,2019,0,0,1
Pétale de Rosé 2019,France,Côtes de Provence,Château La Tour de l'Évêque,3.6,15.9,2019,0,0,1
Sancerre Rosé 2014,France,Sancerre,Pascal Jolivet,3.8,18.75,2014,0,0,1
Malbec Rosé 2018,Argentina,Mendoza,Andeluna,3.7,7.5,2018,0,0,1
Santa Digna Reserva Cabernet Sauvignon Rosé 2019,Chile,Central Valley,Miguel Torres,3.5,6.79,2019,0,0,1
Bardolino Chiaretto Classico 2019,Italy,Bardolino,Lenotti,3.8,4.83,2019,0,0,1
Bandol Rosé 2017,France,Bandol,Château Pradeaux,4.1,19.95,2017,0,0,1
Tavel Rosé 2019,France,Tavel,Château d'Aqueria,3.8,15.42,2019,0,0,1
Rosato 2019,Italy,Terre Siciliane,Feudo Arancio,3.8,6.3,2019,0,0,1
Infinito Rosé 2018,Italy,Bardolino Chiaretto,Santi,3.8,6.8,2018,0,0,1
Rosado 2019,Spain,Rioja Alavesa,El Coto,3.5,4.9,2019,0,0,1
Tellus Rosé di Syrah 2017,Italy,Lazio,Falesco,3.7,7.9,2017,0,0,1
Rosè 2017,Romania,Murfatlar,Alira,3.8,10.5,2017,0,0,1
Belvento Velarosa Toscana (I Vini Del Mare) 2018,Italy,Toscana,Petra,3.5,11.92,2018,0,0,1
Bordeaux Rosé 2018,France,Bordeaux,Mouton Cadet,3.3,9.6,2018,0,0,1
Albia Toscana Rosé 2019,Italy,Toscana,Ricasoli,3.6,8.9,2019,0,0,1
Sancerre Rosé 2018,France,Sancerre,Michel Thomas & Fils,3.8,14.72,2018,0,0,1
Luces Tempranillo - Merlot - Syrah Rosado 2019,Spain,Somontano,Viñas del Vero,3.5,5.79,2019,0,0,1
Rosato 2017,Italy,Salento,Cantina Rosa del Golfo,3.6,12.9,2017,0,0,1
Rosé Fleuri 2019,France,Coteaux d'Aix-en-Provence,Château Barbebelle,3.9,8.9,2019,0,0,1
Côtes de Provence Rosé 2017,France,Côtes de Provence,Château des Sarrins,3.8,13.6,2017,0,0,1
Côtes de Provence Rosé 2016,France,Côtes de Provence,Domaine Pinchinat,3.7,13.3,2016,0,0,1
Amstramgram Grande Cuvée Cérès 2018,France,Languedoc,Calmel & Joseph,4.0,7.75,2018,0,0,1
Solidarity Rosé 2019,Spain,Cariñena,Bodegas Care,3.9,5.7,2019,0,0,1
Velue Rosé Cabernet 2018,Austria,Weinviertel,Johannes Zillinger,4.0,7.6,2018,0,0,1
El Viaje de Ramón Garnacha 2019,Spain,Rioja,Ramón Bilbao,3.7,6.75,2019,0,0,1
Bordeaux Rosé 2018,France,Bordeaux,Château Landonnet,3.2,8.78,2018,0,0,1
Mabilia Cirò Rosé 2018,Italy,Cirò,Ippolito 1845,3.7,9.5,2018,0,0,1
Brut Rosé (Chardonnay - Pinot Noir) 2014,South Africa,Robertson,Graham Beck,3.8,19.9,2014,0,0,1
Finca Wolffer Rosé 2019,Argentina,Mendoza,Wölffer Estate,3.9,14.9,2019,0,0,1
Conde de Valdemar Rosado 2018,Spain,Rioja,Bodegas Valdemar,3.7,5.8,2018,0,0,1
Héritage Côtes de Provence Rosé 2019,France,Provence,Estandon,3.7,9.85,2019,0,0,1
Le Rosé 2019,France,Pays d'Oc,Paul Mas,3.7,7.19,2019,0,0,1
Rosado (Tempranillo) 2018,Spain,La Mancha,Viña San Juan,3.7,5.75,2018,0,0,1
Bandol Rosé 2016,France,Bandol,Domaine de la Tour du Bon,3.7,38.01,2016,0,0,1
Rose de Nymphe Emue 2019,France,Minervois,Château Maris,3.9,8.72,2019,0,0,1
3055 Rosé 2018,Spain,Penedès,Jean Leon,3.8,13.37,2018,0,0,1
Clos Beylesse Côtes de Provence Rosé 2018,France,Côtes de Provence,Domaine de l'Abbaye,4.3,45.0,2018,0,0,1
Rosé de Provence 2018,France,Coteaux Varois en Provence,Fortant,3.9,8.2,2018,0,0,1
Mas Donis Rosat Montsant 2018,Spain,Montsant,Capçanes,3.5,6.95,2018,0,0,1
Rosé Messwein 2018,Austria,Niederösterreich,Stift Gœttweig,3.9,9.9,2018,0,0,1
Kadette Pinotage Rosé 2019,South Africa,Stellenbosch,Kanonkop,3.5,7.9,2019,0,0,1
Grézan Expression Faugères Rosé 2017,France,Faugères,Famille Cros Pujol,3.7,9.95,2017,0,0,1
Rosé 2018,Austria,Niederösterreich,Loimer,3.6,8.24,2018,0,0,1
No. 6 Rosé 2018,France,Côtes de Gascogne,Uby,4.0,6.49,2018,0,0,1
Bardolino Chiaretto 2017,Italy,Bardolino Chiaretto,Gorgo,3.6,7.9,2017,0,0,1
Pitt Nat 2019,Austria,Neusiedlersee,Pittnauer,4.1,18.06,2019,0,0,1
Idea Rosa di Primitivo 2018,Italy,Veneto,Varvaglione,3.5,8.5,2018,0,0,1
Terroir du Trias Delille Vigneron Bandol Rosé 2018,France,Bandol,Domaine de Terrebrune,4.0,25.9,2018,0,0,1
Rosa & Dito Bobal 2019,Spain,Utiel-Requena,Coviñas,3.8,4.84,2019,0,0,1
Chardonnay - Pinot Noir 2019,South Africa,Western Cape,Leopard’s Leap,3.7,7.75,2019,0,0,1
Rioja Rosado 2018,Spain,Rioja,Baron de Ley,3.6,6.5,2018,0,0,1
Rosa 2018,Italy,Terre Siciliane,Corvo,3.5,7.08,2018,0,0,1
Hito Rosado 2018,Spain,Ribera del Duero,Cepa 21,3.7,7.7,2018,0,0,1
Centoviti Campania Rosato 2018,Italy,Campania,Nativ,4.0,11.5,2018,0,0,1
Rosé Saigner 2019,Germany,Pfalz,Schneider,3.9,12.0,2019,0,0,1
Blush Pinot Grigio delle Venezie 2018,Italy,delle Venezie,Sartori,3.9,8.33,2018,0,0,1
Bardolino Chiaretto 2019,Italy,Bardolino,Monte del Frá,3.8,6.69,2019,0,0,1
Les Clans Rosé 2017,France,Côtes de Provence,Château d'Esclans,4.3,62.54,2017,0,0,1
Rosé 2018,Portugal,Portalegre,Porta 6,3.5,9.12,2018,0,0,1
Rioja Rosado 2019,Spain,Rioja,Ramón Bilbao,3.5,7.88,2019,0,0,1
Rosato 2019,Italy,Terre Siciliane,Calalenta,4.0,9.49,2019,0,0,1
Cherub (Syrah) Rosé 2019,Chile,Colchagua Valley,Montes,3.7,8.49,2019,0,0,1
Rosado (Clarete) 2018,Spain,Ribera del Duero,Protos,3.4,7.9,2018,0,0,1
Rosé de Xinomavro 2018,Greece,Naoussa,Thymiopoulos,4.2,13.3,2018,0,0,1
Clair de Rose 2017,France,Pays d'Oc,Les Jamelles,3.4,7.66,2017,0,0,1
Ribera del Duero Rosae 2018,Spain,Ribera del Duero,Arzuaga,3.8,12.0,2018,0,0,1
Rosé 2019,South Africa,Western Cape,Nederburg,3.8,6.97,2019,0,0,1
Rioja Rosado 2019,Spain,Rioja,Marqués de Cáceres,3.8,7.99,2019,0,0,1
Regaleali Le Rosè 2018,Italy,Terre Siciliane,Tasca d'Almerita,4.0,7.75,2018,0,0,1
Iirrésistible Côtes de Provence Rosé 2018,France,Côtes de Provence,Domaine de la Croix,3.9,12.2,2018,0,0,1
Visione 2019,Italy,Irpinia,Feudi di San Gregorio,4.0,12.03,2019,0,0,1
Pinot Rosé 2019,New Zealand,Marlborough,The Ned,3.7,13.85,2019,0,0,1
Conde de Valdemar Rosado 2017,Spain,Rioja,Bodegas Valdemar,3.6,8.19,2017,0,0,1
Grenache Rosé 2018,United States,California,Gallo Family Vineyards,3.3,6.3,2018,0,0,1
Serra Lori Isola dei Nuraghi 2018,Italy,Isola dei Nuraghi,Argiolas,3.6,7.0,2018,0,0,1
3055 Rosé 2017,Spain,Penedès,Jean Leon,3.8,14.5,2017,0,0,1
Negroamaro Kreos 2018,Italy,Salento,Castello Monaci,3.6,7.4,2018,0,0,1
Romance Rosé 2019,France,Côtes de Provence,Château de Berne,4.0,9.26,2019,0,0,1
Cinsault 2018,France,Pays d'Oc,Les Jamelles,3.9,8.49,2018,0,0,1
Lumera 2019,Italy,Terre Siciliane,Donnafugata,3.8,8.15,2019,0,0,1
Bandol Rosé 2015,France,Bandol,Domaine de la Tour du Bon,3.8,16.47,2015,0,0,1
Chardonnay - Pinot Noir 2018,South Africa,Western Cape,Leopard’s Leap,3.6,7.77,2018,0,0,1
Il Chiaretto Valtènesi 2018,Italy,Valtenesi,Pasini San Giovanni,3.8,10.9,2018,0,0,1
Bandol Rosé 2017,France,Bandol,La Bastide Blanche,3.8,89.5,2017,0,0,1
Sancerre Rosé 2018,France,Sancerre,Pascal Jolivet,4.0,18.72,2018,0,0,1
12 e Mezzo del Salento Rosato 2018,Italy,Puglia,Varvaglione,3.8,7.4,2018,0,0,1
Bandol Rosé 2018,France,Bandol,Château de Pibarnon,4.0,22.79,2018,0,0,1
Garnacha Rosé 2017,Spain,Navarra,The Tapas Wine Collection,3.4,7.32,2017,0,0,1
Côtes de Gascogne Rosé 2019,France,Côtes de Gascogne,Horgelus,4.1,4.94,2019,0,0,1
Côtes de Provence Rosé 2019,France,Côtes de Provence,Château La Tour de l'Évêque,3.8,11.9,2019,0,0,1
Garnacha Rosado 2018,Spain,Navarra,Homenaje,3.1,5.23,2018,0,0,1
Tenuta Guado al Tasso Scalabrone Bolgheri Rosato 2019,Italy,Bolgheri,Antinori,3.8,14.89,2019,0,0,1
Tavel Rosé 2017,France,Tavel,Famille Perrin,3.4,13.9,2017,0,0,1
Aleatico Toscana Rosato 2018,Italy,Toscana,Fattoria Aldobrandesca,4.0,39.5,2018,0,0,1
Clarette Rosé Trocken 2019,Germany,Pfalz,Knipser,4.1,11.65,2019,0,0,1
Lumière de Provence Rosé 2019,France,Provence,Estandon,4.1,9.85,2019,0,0,1
Vetere Paestum Rosato 2019,Italy,Paestum,San Salvatore,4.1,19.37,2019,0,0,1
Rosé 2019,France,Côtes de Provence,Ultimate Provence,4.0,16.79,2019,0,0,1
Rosé 2019,France,Pays d'Oc,L'Ostal Cazes,3.7,7.49,2019,0,0,1
Coteaux Varois en Provence 2017,France,Coteaux Varois en Provence,Domaine de Cala,4.1,12.7,2017,0,0,1
MiP Classic Côtes de Provence Rosé 2019,France,Côtes de Provence,Domaine des Diables,4.1,13.9,2019,0,0,1
Côtes de Provence Spéciale Rosé 2018,France,Côtes de Provence,Château Montaud,3.6,7.5,2018,0,0,1
Solerose Rosato 2018,Italy,Langhe,Fontanafredda,3.9,10.93,2018,0,0,1
Freeda Rosé Trevenezie 2017,Italy,delle Venezie,Cecilia Beretta,3.9,11.59,2017,0,0,1
Rosé 2019,France,Languedoc-Roussillon,Claude Val,3.8,4.95,2019,0,0,1
Vulcânico Rosé 2018,Portugal,Açores,Azores Wine Company,3.8,13.45,2018,0,0,1
Zinfandel Rosé 2018,United States,California,Beringer,3.3,7.8,2018,0,0,1
Scaia Rosato 2019,Italy,Veneto,Tenuta Sant'Antonio,4.0,7.95,2019,0,0,1
Sancerre Rosé 2019,France,Sancerre,Michel Thomas & Fils,3.9,13.57,2019,0,0,1
Shiraz Rosé 2018,South Africa,Western Cape,Two Oceans,3.2,4.9,2018,0,0,1
The Palm Whispering Angel Rosé 2019,France,Provence,Château d'Esclans,3.9,13.15,2019,0,0,1
Fantini Cerasuolo d'Abruzzo 2018,Italy,Abruzzo,Farnese,3.6,5.9,2018,0,0,1
Côtes-du-Rhône Rosé 2018,France,Côtes-du-Rhône,E. Guigal,3.6,13.04,2018,0,0,1
White Zinfandel 2018,United States,California,Woodbridge by Robert Mondavi,3.7,9.69,2018,0,0,1
Sancerre Les Baronnes Rosé 2018,France,Sancerre,Henri Bourgeois,3.8,17.95,2018,0,0,1
Rosé d'Anjou 2018,France,Rosé d'Anjou,Elysis,3.8,6.45,2018,0,0,1
Le Rosé 2019,France,Côtes du Roussillon,Château Saint-Roch,4.1,9.25,2019,0,0,1
The Rose Garden Rosé 2019,South Africa,Coastal Region,Boschendal,3.7,8.9,2019,0,0,1
Merlot Rosé (Unico) 2019,Italy,Abruzzo,Tenuta Ulisse,4.0,8.72,2019,0,0,1
Estate Cabernet Sauvignon Rosé 2016,Chile,Central Valley,Errazuriz,3.3,9.65,2016,0,0,1
Tavel 2016,France,Tavel,E. Guigal,3.6,15.5,2016,0,0,1
LaLomba Rosado 2017,Spain,Rioja,Ramón Bilbao,3.9,19.07,2017,0,0,1
Zinfandel Rosé 2018,Italy,Puglia,Epicuro,3.5,10.68,2018,0,0,1
Les Fumées Blanches Rosé 2019,France,Vin de France,François Lurton,3.6,7.89,2019,0,0,1
Tramari Rosé di Primitivo 2019,Italy,Puglia,San Marzano,3.9,6.92,2019,0,0,1
Studio 2019,France,Côtes de Provence,Miraval,3.6,10.86,2019,0,0,1
Argali Rosé 2019,France,Languedoc-Roussillon,Château Puech-Haut,4.0,15.0,2019,0,0,1
Pétale de Rosé 2017,France,Côtes de Provence,Château La Tour de l'Évêque,3.8,15.55,2017,0,0,1
Bardolino Chiaretto 2019,Italy,Bardolino,Cavalchina,3.7,8.11,2019,0,0,1
Etna Rosato 2018,Italy,Etna,Tenuta delle Terre Nere,3.9,15.5,2018,0,0,1
White Grenache 2018,United States,California,Gallo Family Vineyards,3.5,6.31,2018,0,0,1
Rosado 2019,Spain,Rioja,Muga,3.8,8.68,2019,0,0,1
Flor de Muga Rosado 2018,Spain,Rioja,Muga,4.1,23.9,2018,0,0,1
Château de Selle Rosé (Coeur de Grain) 2014,France,Côtes de Provence,Domaines Ott,4.2,28.9,2014,0,0,1
Albia Toscana Rosé 2018,Italy,Toscana,Ricasoli,3.6,7.9,2018,0,0,1
Aire de Protos Rosé 2018,Spain,Ribera del Duero,Protos,3.8,8.75,2018,0,0,1
Rosé et Or 2019,France,Côtes de Provence,Minuty,4.3,24.85,2019,0,0,1
Ribet Pink Syrah Rosé 2019,France,Pays d'Oc,Arrogant Frog,3.7,6.53,2019,0,0,1
Primitivo Rosato 2019,Italy,Puglia,Doppio Passo,3.9,6.2,2019,0,0,1
Cabernet Sauvignon Rosé 2019,South Africa,Stellenbosch,Mulderbosch,3.6,8.45,2019,0,0,1
Pinot Rosé 2016,New Zealand,Marlborough,The Ned,3.7,12.9,2016,0,0,1
Rosé 2019,France,Vin de France,La Vieille Ferme,3.5,6.86,2019,0,0,1
Rosé 2019,France,Côtes de Thongue,Domaine Montrose,3.8,8.99,2019,0,0,1
Sofia Rosé 2018,United States,Monterey County,Francis Ford Coppola,3.9,22.9,2018,0,0,1
Summer In A Bottle Rosé 2019,United States,Long Island,Wölffer Estate,4.1,24.9,2019,0,0,1
Pinot Grigio Ramato 2018,Italy,Friuli-Venezia Giulia,Attems,3.8,11.9,2018,0,0,1
Cipresseto Rosato Toscana 2018,Italy,Toscana,Santa Cristina,3.7,9.99,2018,0,0,1
Pinot Rosé 2017,New Zealand,Marlborough,The Ned,3.7,12.9,2017,0,0,1
Cherub (Syrah) Rosé 2016,Chile,Colchagua Valley,Montes,3.6,10.69,2016,0,0,1
Rosamara (Valtenesi Chiaretto) 2018,Italy,Lombardia,Costaripa,3.8,13.4,2018,0,0,1
Rosado 2018,Spain,Rioja Alavesa,El Coto,3.3,4.99,2018,0,0,1
Rosado 2017,Spain,Navarra,Gran Feudo,3.3,7.5,2017,0,0,1
Bone Dry Rosé 2018,Germany,Pfalz,Reichsrat von Buhl,3.6,9.5,2018,0,0,1
Fleur de Mer Rosé 2019,France,Côtes de Provence,Les Maitres Vignerons de la Presqu'ile de Saint-Tropez,4.1,8.6,2019,0,0,1
Tibouren Tradition Rosé 2017,France,Côtes de Provence,Clos Cibonne,4.1,16.9,2017,0,0,1
Quelías Rosé 2019,Spain,Cigales,Sinforiano,4.0,8.72,2019,0,0,1
Miraflors Rosé 2019,France,Côtes du Roussillon,Domaine Lafage,4.0,10.31,2019,0,0,1
Côtes de Provence Spéciale Rosé 2017,France,Côtes de Provence,Château Montaud,3.6,18.0,2017,0,0,1
By.Ott Rosé 2019,France,Côtes de Provence,Domaines Ott,3.9,16.47,2019,0,0,1
Cabernet Sauvignon Rosé 2018,South Africa,Stellenbosch,Mulderbosch,3.6,8.67,2018,0,0,1
Sauvignon Blanc Blush 2019,New Zealand,Marlborough,Silver Moki,4.1,7.95,2019,0,0,1
Château Romassan Rosé (Coeur de Grain) 2018,France,Bandol,Domaines Ott,4.2,28.9,2018,0,0,1
Alghero Rosato 2018,Italy,Alghero,Sella & Mosca,3.4,8.44,2018,0,0,1
Rioja Rosado 2018,Spain,Rioja,Marqués de Cáceres,3.4,6.49,2018,0,0,1
Freeda Rosé Trevenezie 2018,Italy,delle Venezie,Cecilia Beretta,3.8,11.48,2018,0,0,1
Tavel Rosé 2018,France,Tavel,Château d'Aqueria,3.7,14.92,2018,0,0,1
Negroamaro Salento Calafuria Rosato 2019,Italy,Salento,Tormaresca,4.0,9.7,2019,0,0,1
Rosé 2018,United States,Yakima Valley,Chateau Ste. Michelle,3.6,11.15,2018,0,0,1
Band of Roses Rosé 2018,United States,Washington,Charles Smith,3.6,12.57,2018,0,0,1
Rosado 2018,Spain,Rioja,Marqués de Riscal,3.6,8.78,2018,0,0,1
Rosé 2018,France,Pays d'Oc,L'Ostal Cazes,3.7,14.54,2018,0,0,1
Rosado 2018,Spain,Rioja,Cune (CVNE),3.6,5.45,2018,0,0,1
Rosé 2018,United States,California,Dark Horse,3.4,6.31,2018,0,0,1
Rosé 2018,France,Côtes de Thongue,Domaine Montrose,3.8,8.72,2018,0,0,1
Rosé de Purcari 2018,Moldova,South Eastern,Château Purcari,4.2,10.98,2018,0,0,1
White Zinfandel 2018,United States,California,Gallo Family Vineyards,3.6,6.05,2018,0,0,1
Côtes de Provence Rosé 2019,France,Côtes de Provence,Miraval,3.9,15.88,2019,0,0,1
Rock Angel Rosé 2018,France,Côtes de Provence,Château d'Esclans,4.2,29.9,2018,0,0,1
Cabernet Sauvignon Rosé 2017,South Africa,Stellenbosch,Mulderbosch,3.6,9.5,2017,0,0,1
Lambrusco Emilia Rosé N.V.,Italy,Emilia,Riunite,4.0,3.67,0,0,0,1
Rosa dei Frati Riviera del Garda Classico Rosé 2018,Italy,Lombardia,Cà dei Frati,4.0,13.99,2018,0,0,1
Prestige Rosé 2019,France,Côtes de Provence,Minuty,4.0,17.85,2019,0,0,1
Gris Blanc 2019,France,Pays d'Oc,Gérard Bertrand,3.9,9.37,2019,0,0,1
Viña Esmeralda Rosado 2018,Spain,Catalunya,Torres,3.9,7.79,2018,0,0,1
De Casta Rosado 2018,Spain,Catalunya,Torres,3.5,5.9,2018,0,0,1
Prosa Rosé 2019,Austria,Burgenland,Meinklang,4.0,8.5,2019,0,0,1
Rioja Rosado 2018,Spain,Rioja,Ramón Bilbao,3.8,10.95,2018,0,0,1
Rosado 2017,Spain,Rioja,Muga,3.7,10.71,2017,0,0,1
Alìe Rosé Toscana 2017,Italy,Toscana,Tenuta Ammiraglia,3.9,28.27,2017,0,0,1
The Palm Whispering Angel Rosé 2018,France,Provence,Château d'Esclans,3.9,15.84,2018,0,0,1
Rosé 2019,France,Coteaux d'Aix-en-Provence,AIX,4.0,13.9,2019,0,0,1
Rosa dei Frati Riviera del Garda Classico Rosé 2019,Italy,Lombardia,Cà dei Frati,4.1,11.2,2019,0,0,1
Côte des Roses Rosé 2019,France,Languedoc,Gérard Bertrand,3.9,9.36,2019,0,0,1
M Rosé 2019,France,Côtes de Provence,Minuty,4.0,12.85,2019,0,0,1
Whispering Angel Rosé 2019,France,Côtes de Provence,Château d'Esclans,4.2,16.47,2019,0,0,1
Vinho Verde Rosé N.V.,Portugal,Vinho Verde,Casal Garcia,3.5,4.35,0,0,0,1
The Original Rosé N.V.,Portugal,Douro,Mateus,3.6,5.99,0,0,0,1
Crémant de Loire Brut 2017,France,Crémant de Loire,Langlois-Chateau,3.9,14.41,2017,0,0,0
Vicar's Choice Sauvignon Blanc Bubbles 2019,New Zealand,Marlborough,Saint Clair,4.2,11.9,2019,0,0,0
Crémant de Limoux Brut N.V.,France,Crémant de Limoux,Prima Perla,3.5,14.32,0,0,0,0
Athesis Brut 2016,Italy,Südtirol - Alto Adige,Kettmeir,4.0,21.5,2016,0,0,0
Blanc de Blancs Réserve Brut Nature N.V.,Germany,Pfalz,Eymann,3.9,31.18,0,0,0,0
Riesling Extra Brut 2015,Germany,Baden,Griesel & Compagnie,4.0,22.13,2015,0,0,0
Sélection Demi-Sec Champagne Premier Cru N.V.,France,Champagne Premier Cru,Henriet-Bazin,4.1,25.0,0,0,0,0
Cava Imperial Brut N.V.,Spain,Cava,Cautiu,3.8,9.45,0,0,0,0
Pinot Brut N.V.,Germany,Baden,Weingut Kilian Hunn,3.5,13.54,0,0,0,0
Rosato Frizzante N.V.,Italy,Veneto,Le Carline,3.9,7.95,0,0,0,0
Brut N.V.,Portugal,Alentejo,Sexy,3.7,15.0,0,0,0,0
Crémant de Loire L'Extra Rosé N.V.,France,Crémant de Loire,Langlois-Chateau,3.7,14.4,0,0,0,0
Brut 2012,United States,Anderson Valley,Roederer Estate,3.9,57.51,2012,0,0,0
Dom Ruinart Rosé Brut Champagne 2007,France,Champagne,Ruinart,4.4,269.0,2007,0,0,0
Riesling Extra Brut N.V.,Germany,Pfalz,Eymann,4.0,18.6,0,0,0,0
Donna Cora Spumante 2011,Italy,Toscana,Antinori,3.8,41.29,2011,0,0,0
Valdobbiadene Prosecco Superiore Millesimato Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco Superiore,Val d'Oca,3.6,11.04,0,0,0,0
Asti Dolce 2017,Italy,Asti,Fontanafredda,3.6,14.87,2017,0,0,0
Riesling Brut 2008,Germany,Rheinhessen,Raumland,3.7,27.95,2008,0,0,0
Rosato Frizzante N.V.,Italy,Veneto,Fili,3.5,7.69,0,0,0,0
Crémant d'Alsace Brut Prestige N.V.,France,Crémant d'Alsace,Domaine du Moulin de Dusenbach,3.8,14.95,0,0,0,0
Schloss Castell Silvaner Brut N.V.,Germany,Franken,Castell,4.1,17.5,0,0,0,0
Giovanni Galliano Brut Rosé 2016,Italy,Piemonte,Borgo Maragliano,3.7,22.9,2016,0,0,0
Reyes de Aragón El Casto Brut Reserva N.V.,Spain,Cava,Bodegas Langa,3.8,7.95,0,0,0,0
Crémant d'Alsace Brut N.V.,France,Crémant d'Alsace,Jean-Louis Schoepfer,3.7,14.0,0,0,0,0
Amico Filò N.V.,Italy,delle Venezie,Paladin,3.6,6.21,0,0,0,0
Moscato d'Asti 2019,Italy,Moscato d'Asti,Tenimenti Ca'Bianca,3.9,7.45,2019,0,0,0
San Carlo Moscato d'asti 2017,Italy,Moscato d'Asti,Montalbera,3.8,9.9,2017,0,0,0
Aotea Méthode Traditionnelle N.V.,New Zealand,Nelson,Seifried Estate,3.6,26.9,0,0,0,0
Jolie Extra Dry Spumante 2016,Italy,Sicilia,Feudi Branciforti dei Bordonaro,3.6,9.9,2016,0,0,0
Sleever Brut Reserva Rosado N.V.,Spain,Cava,Vilarnau,3.6,10.99,0,0,0,0
Punto Rosa Millesimato 2016,Italy,Veneto,Val d'Oca,3.9,11.95,2016,0,0,0
Cava Chardonnay Brut N.V.,Spain,Cava,Torre Oria,3.6,12.99,0,0,0,0
Grand Cuvée Arctic Fox N.V.,Australia,McLaren Vale,Fox Creek,3.7,18.81,0,0,0,0
Riesling Brut N.V.,Luxembourg,Moselle,Bernard-Massard,3.7,10.49,0,0,0,0
Brut Rosé 2016,Germany,Baden,Griesel & Compagnie,4.0,31.0,2016,0,0,0
Brut 2010,Germany,Rheingau,Georg Breuer,3.7,35.9,2010,0,0,0
Carte d'Or Demi-Sec Champagne N.V.,France,Champagne,Drappier,3.8,29.89,0,0,0,0
Vintage Chardonnay 2007,Germany,Rheinhessen,Raumland,4.4,70.18,2007,0,0,0
Méthode Cap Classique 2013,South Africa,Stellenbosch,Thelema,3.8,21.9,2013,0,0,0
Prosecco Extra Dry N.V.,Italy,Prosecco,Savian,3.6,10.95,0,0,0,0
Cremant d'Alsace Blanc de Blancs N.V.,France,Crémant d'Alsace,Boeckel,4.0,15.5,0,0,0,0
Pinot Blanc Brut N.V.,Germany,Rheingau,Barth,3.8,16.59,0,0,0,0
Brachetto Piemonte 2018,Italy,Piemonte,Borgo Maragliano,4.2,9.9,2018,0,0,0
Rosé Brut 2015,Germany,Rheingau,Schloss Vaux,3.6,25.0,2015,0,0,0
Cava Brut N.V.,Spain,Cava,Sardà,3.4,7.99,0,0,0,0
Blanc de Blancs Brut Champagne 2014,France,Champagne,Deutz,4.4,72.0,2014,0,0,0
Izar-Leku Hondarrabi Zuri 2016,Spain,Getariako Txakolina,Artadi,3.9,27.1,2016,0,0,0
